,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
816,2011-02-17 11:00:00,1,0,1,2,18.04,21.97,44,16.9979,19,71,90
9376,2012-09-14 01:00:00,3,0,1,1,22.96,26.515,73,6.0032,6,35,41
1091,2011-03-10 00:00:00,1,0,1,3,13.94,15.91,0,16.9979,3,0,3
4396,2011-10-15 05:00:00,4,0,0,1,17.22,21.21,71,11.0014,1,6,7
8751,2012-08-07 00:00:00,3,0,1,1,28.7,33.335,84,12.998,15,32,47
5568,2012-01-07 03:00:00,1,0,0,1,13.12,16.665,57,7.0015,1,19,20
283,2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,28,28
6125,2012-02-11 11:00:00,1,0,0,2,9.84,12.88,81,7.0015,26,157,183
4120,2011-10-03 17:00:00,4,0,1,2,16.4,20.455,76,11.0014,40,455,495
8700,2012-08-04 21:00:00,3,0,0,1,32.8,38.635,59,16.9979,96,193,289
609,2011-02-08 13:00:00,1,0,1,2,9.84,9.85,32,30.0026,2,48,50
2915,2011-07-10 09:00:00,3,0,0,1,30.34,34.85,66,6.0032,62,107,169
1813,2011-05-02 11:00:00,2,0,1,1,23.78,27.275,73,19.9995,34,96,130
1271,2011-03-17 19:00:00,1,0,1,1,18.04,21.97,58,12.998,18,189,207
7076,2012-04-13 05:00:00,2,0,1,2,13.94,16.665,53,11.0014,2,19,21
10455,2012-12-02 01:00:00,4,0,0,2,12.3,15.91,87,6.0032,10,84,94
2994,2011-07-13 16:00:00,3,0,1,2,27.06,29.545,89,0.0,23,118,141
10338,2012-11-16 04:00:00,4,0,1,2,12.3,15.91,65,7.0015,0,5,5
8006,2012-06-13 23:00:00,2,0,1,1,25.42,31.06,50,19.0012,25,128,153
6410,2012-03-04 08:00:00,1,0,0,1,12.3,13.635,52,22.0028,12,54,66
6105,2012-02-10 15:00:00,1,0,1,2,13.12,16.665,45,8.9981,27,164,191
9053,2012-08-19 14:00:00,3,0,0,3,26.24,30.305,73,0.0,41,108,149
2642,2011-06-18 00:00:00,2,0,0,1,25.42,28.03,88,8.9981,21,83,104
10103,2012-11-06 08:00:00,4,0,1,1,9.02,11.365,69,11.0014,20,568,588
4508,2011-10-19 22:00:00,4,0,1,2,23.78,27.275,94,23.9994,13,94,107
2305,2011-06-03 23:00:00,2,0,1,1,23.78,27.275,46,7.0015,30,141,171
7772,2012-06-04 05:00:00,2,0,1,1,21.32,25.0,68,0.0,2,33,35
7476,2012-05-10 21:00:00,2,0,1,1,20.5,24.24,42,12.998,19,211,230
4195,2011-10-06 20:00:00,4,0,1,1,20.5,24.24,77,7.0015,29,231,260
5562,2012-01-06 21:00:00,1,0,1,1,16.4,20.455,43,15.0013,17,137,154
4840,2011-11-14 18:00:00,4,0,1,1,22.96,26.515,56,19.0012,29,460,489
4655,2011-11-07 01:00:00,4,0,1,1,13.94,18.18,87,0.0,2,6,8
9286,2012-09-10 07:00:00,3,0,1,1,21.32,25.0,68,15.0013,20,427,447
4168,2011-10-05 17:00:00,4,0,1,1,26.24,31.06,47,16.9979,66,525,591
3849,2011-09-11 09:00:00,3,0,0,1,27.06,31.06,74,0.0,59,168,227
10718,2012-12-13 00:00:00,4,0,1,2,11.48,13.635,52,15.0013,1,31,32
9151,2012-09-04 16:00:00,3,0,1,1,31.16,36.365,70,27.9993,61,397,458
5253,2011-12-12 23:00:00,4,0,1,1,9.84,14.395,75,0.0,3,42,45
10427,2012-11-19 21:00:00,4,0,1,2,15.58,19.695,54,15.0013,15,188,203
5533,2012-01-05 16:00:00,1,0,1,1,14.76,16.665,34,19.0012,19,178,197
2414,2011-06-08 12:00:00,2,0,1,1,36.08,40.91,42,8.9981,15,134,149
3554,2011-08-18 00:00:00,3,0,1,1,27.88,31.82,65,8.9981,18,38,56
4691,2011-11-08 13:00:00,4,0,1,1,22.14,25.76,49,11.0014,31,165,196
4498,2011-10-19 12:00:00,4,0,1,3,21.32,25.0,94,22.0028,13,117,130
2195,2011-05-18 09:00:00,2,0,1,3,22.96,26.515,83,16.9979,26,176,202
5045,2011-12-04 07:00:00,4,0,0,1,10.66,15.15,87,0.0,3,23,26
2600,2011-06-16 06:00:00,2,0,1,3,23.78,27.275,73,11.0014,8,104,112
6164,2012-02-13 02:00:00,1,0,1,1,5.74,6.82,46,12.998,0,4,4
6374,2012-03-02 20:00:00,1,0,1,2,14.76,17.425,87,12.998,7,93,100
1518,2011-04-09 03:00:00,2,0,0,3,12.3,14.395,100,16.9979,3,11,14
4764,2011-11-11 14:00:00,4,1,0,1,15.58,19.695,37,31.0009,64,183,247
4314,2011-10-11 19:00:00,4,0,1,2,23.78,27.275,83,15.0013,33,285,318
3366,2011-08-10 04:00:00,3,0,1,1,28.7,32.575,54,8.9981,1,4,5
6059,2012-02-08 17:00:00,1,0,1,3,9.84,12.88,87,7.0015,8,147,155
7244,2012-05-01 05:00:00,2,0,1,2,21.32,25.0,72,6.0032,0,17,17
7863,2012-06-08 00:00:00,2,0,1,1,22.96,26.515,56,11.0014,18,59,77
6310,2012-02-19 04:00:00,1,0,0,2,11.48,12.88,41,26.0027,0,3,3
2633,2011-06-17 15:00:00,2,0,1,1,31.98,34.85,43,15.0013,62,181,243
5756,2012-01-15 00:00:00,1,0,0,1,6.56,6.82,47,22.0028,9,50,59
5634,2012-01-09 21:00:00,1,0,1,2,8.2,12.88,93,0.0,1,78,79
8932,2012-08-14 13:00:00,3,0,1,1,32.8,36.365,46,6.0032,83,203,286
5923,2012-02-03 00:00:00,1,0,1,1,13.12,14.395,53,26.0027,1,37,38
10136,2012-11-07 17:00:00,4,0,1,2,13.12,14.395,53,26.0027,16,501,517
9586,2012-10-03 19:00:00,4,0,1,1,28.7,32.575,65,0.0,49,544,593
2434,2011-06-09 08:00:00,2,0,1,2,31.16,36.365,70,7.0015,32,400,432
9020,2012-08-18 05:00:00,3,0,0,1,24.6,28.79,78,16.9979,2,7,9
8072,2012-06-16 17:00:00,2,0,0,2,29.52,32.575,37,16.9979,244,349,593
8258,2012-07-05 11:00:00,3,0,1,1,36.9,40.91,35,19.9995,107,137,244
7898,2012-06-09 11:00:00,2,0,0,1,31.16,33.335,35,0.0,218,351,569
6065,2012-02-08 23:00:00,1,0,1,2,9.84,12.12,87,11.0014,3,57,60
4520,2011-11-01 10:00:00,4,0,1,1,18.04,21.97,62,8.9981,21,114,135
5587,2012-01-07 22:00:00,1,0,0,1,18.04,21.97,38,16.9979,16,93,109
3545,2011-08-17 15:00:00,3,0,1,1,32.8,36.365,43,8.9981,42,117,159
10668,2012-12-10 22:00:00,4,0,1,2,20.5,24.24,82,15.0013,11,115,126
8324,2012-07-08 05:00:00,3,0,0,1,31.98,37.12,62,0.0,1,5,6
9603,2012-10-04 12:00:00,4,0,1,2,29.52,33.335,54,12.998,57,231,288
5531,2012-01-05 14:00:00,1,0,1,1,13.94,15.91,39,19.0012,13,104,117
5444,2012-01-01 22:00:00,1,0,0,1,18.86,22.725,55,27.9993,13,53,66
517,2011-02-04 17:00:00,1,0,1,2,10.66,13.635,56,8.9981,10,195,205
7293,2012-05-03 06:00:00,2,0,1,2,18.86,22.725,88,11.0014,8,128,136
6161,2012-02-12 23:00:00,1,0,0,1,5.74,6.82,43,15.0013,0,23,23
8194,2012-07-02 19:00:00,3,0,1,1,31.98,34.85,43,8.9981,71,510,581
9896,2012-10-16 17:00:00,4,0,1,1,21.32,25.0,39,12.998,104,839,943
8812,2012-08-09 13:00:00,3,0,1,1,35.26,39.395,41,7.0015,80,201,281
9479,2012-09-18 08:00:00,3,0,1,2,27.06,30.305,83,36.9974,32,640,672
1415,2011-04-04 20:00:00,2,0,1,2,28.7,31.82,24,36.9974,40,133,173
4664,2011-11-07 10:00:00,4,0,1,1,14.76,17.425,93,8.9981,28,95,123
4456,2011-10-17 17:00:00,4,0,1,1,22.96,26.515,64,8.9981,80,540,620
2761,2011-07-03 23:00:00,3,0,0,1,26.24,28.79,83,11.0014,70,77,147
6482,2012-03-07 08:00:00,1,0,1,1,11.48,12.88,61,19.9995,12,554,566
5912,2012-02-02 13:00:00,1,0,1,2,17.22,21.21,77,0.0,13,124,137
6548,2012-03-10 02:00:00,1,0,0,1,10.66,12.12,41,16.9979,12,30,42
4855,2011-11-15 09:00:00,4,0,1,2,22.96,26.515,64,6.0032,26,174,200
9661,2012-10-06 22:00:00,4,0,0,1,18.04,21.97,62,8.9981,45,140,185
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67
3474,2011-08-14 16:00:00,3,0,0,1,30.34,34.85,66,11.0014,116,176,292
6359,2012-03-02 05:00:00,1,0,1,1,12.3,16.665,70,0.0,0,24,24
10387,2012-11-18 05:00:00,4,0,0,1,11.48,14.395,81,8.9981,5,7,12
4310,2011-10-11 15:00:00,4,0,1,2,24.6,28.79,78,11.0014,36,139,175
2438,2011-06-09 12:00:00,2,0,1,1,37.72,42.425,35,12.998,40,100,140
3765,2011-09-07 20:00:00,3,0,1,3,26.24,28.79,89,6.0032,3,93,96
9012,2012-08-17 21:00:00,3,0,1,2,27.88,12.12,69,19.9995,57,198,255
8861,2012-08-11 14:00:00,3,0,0,1,32.8,37.12,49,19.9995,248,290,538
6433,2012-03-05 07:00:00,1,0,1,1,7.38,9.85,59,8.9981,7,253,260
6985,2012-04-09 09:00:00,2,0,1,1,18.86,22.725,31,23.9994,50,236,286
7418,2012-05-08 11:00:00,2,0,1,2,24.6,30.305,64,26.0027,60,157,217
10638,2012-12-09 16:00:00,4,0,0,3,14.76,17.425,93,11.0014,33,220,253
1473,2011-04-07 06:00:00,2,0,1,1,13.12,15.15,81,16.9979,5,59,64
6341,2012-03-01 11:00:00,1,0,1,1,22.96,26.515,43,12.998,19,149,168
4821,2011-11-13 23:00:00,4,0,0,1,18.86,22.725,51,19.9995,18,49,67
18,2011-01-01 18:00:00,1,0,0,3,17.22,21.21,88,16.9979,9,26,35
3560,2011-08-18 06:00:00,3,0,1,2,26.24,29.545,78,16.9979,6,97,103
3951,2011-09-15 16:00:00,3,0,1,2,22.14,25.76,77,31.0009,29,193,222
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1
5437,2012-01-01 15:00:00,1,0,0,1,18.86,22.725,51,19.9995,101,164,265
10772,2012-12-15 06:00:00,4,0,0,2,9.84,14.395,75,0.0,0,11,11
887,2011-03-01 10:00:00,1,0,1,1,9.84,10.605,52,19.0012,13,55,68
6262,2012-02-17 04:00:00,1,0,1,2,11.48,13.635,93,12.998,0,1,1
6044,2012-02-08 02:00:00,1,0,1,1,10.66,15.15,65,0.0,0,1,1
2616,2011-06-16 22:00:00,2,0,1,3,25.42,28.79,83,16.9979,24,127,151
516,2011-02-04 16:00:00,1,0,1,2,12.3,14.395,42,15.0013,8,91,99
3168,2011-08-01 22:00:00,3,0,1,1,28.7,32.575,70,6.0032,21,116,137
2949,2011-07-11 19:00:00,3,0,1,1,34.44,41.665,59,22.0028,80,293,373
1424,2011-04-05 05:00:00,2,0,1,3,18.86,22.725,94,19.9995,0,5,5
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7
1924,2011-05-07 02:00:00,2,0,0,1,17.22,21.21,82,6.0032,5,47,52
2378,2011-06-07 00:00:00,2,0,1,1,26.24,30.305,65,6.0032,5,15,20
3197,2011-08-03 03:00:00,3,0,1,2,31.16,34.85,55,6.0032,0,4,4
5131,2011-12-07 21:00:00,4,0,1,3,12.3,12.88,87,35.0008,0,6,6
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43
4559,2011-11-03 01:00:00,4,0,1,1,13.94,16.665,81,8.9981,3,12,15
4595,2011-11-04 13:00:00,4,0,1,1,18.04,21.97,51,27.9993,33,161,194
5329,2011-12-16 03:00:00,4,0,1,1,18.86,22.725,82,8.9981,2,3,5
3250,2011-08-05 08:00:00,3,0,1,1,28.7,32.575,65,15.0013,39,415,454
4690,2011-11-08 12:00:00,4,0,1,1,21.32,25.0,52,8.9981,28,175,203
8505,2012-07-15 18:00:00,3,0,0,3,29.52,34.85,79,23.9994,84,228,312
3697,2011-09-04 23:00:00,3,0,0,2,29.52,34.09,70,11.0014,46,58,104
4546,2011-11-02 12:00:00,4,0,1,1,18.86,22.725,55,11.0014,32,157,189
8137,2012-06-19 10:00:00,2,0,1,1,26.24,30.305,73,6.0032,44,136,180
3277,2011-08-06 11:00:00,3,0,0,1,31.98,37.12,62,15.0013,138,211,349
7502,2012-05-11 23:00:00,2,0,1,1,22.14,25.76,37,12.998,38,142,180
7877,2012-06-08 14:00:00,2,0,1,1,31.16,33.335,31,26.0027,128,245,373
4068,2011-10-01 13:00:00,4,0,0,2,16.4,20.455,82,22.0028,27,98,125
4408,2011-10-15 17:00:00,4,0,0,1,23.78,27.275,32,19.0012,177,264,441
7339,2012-05-05 04:00:00,2,0,0,1,22.96,26.515,88,7.0015,0,9,9
9360,2012-09-13 09:00:00,3,0,1,1,24.6,30.305,64,6.0032,46,292,338
8493,2012-07-15 06:00:00,3,0,0,1,27.88,31.82,83,8.9981,6,9,15
3222,2011-08-04 04:00:00,3,0,1,2,27.88,31.82,89,0.0,0,7,7
8949,2012-08-15 06:00:00,3,0,1,1,26.24,29.545,78,7.0015,12,160,172
451,2011-02-01 21:00:00,1,0,1,2,9.02,11.365,87,8.9981,0,64,64
3731,2011-09-06 10:00:00,3,0,1,3,22.14,25.76,83,23.9994,16,90,106
9759,2012-10-11 00:00:00,4,0,1,1,18.04,21.97,51,8.9981,1,41,42
4986,2011-12-01 20:00:00,4,0,1,1,13.94,17.425,46,7.0015,12,178,190
3663,2011-09-03 13:00:00,3,0,0,1,28.7,32.575,65,15.0013,153,200,353
2763,2011-07-04 01:00:00,3,1,0,1,26.24,28.79,83,6.0032,43,76,119
658,2011-02-10 16:00:00,1,0,1,1,8.2,9.09,27,19.9995,4,76,80
5602,2012-01-08 13:00:00,1,0,0,1,16.4,20.455,37,19.9995,77,266,343
1855,2011-05-04 05:00:00,2,0,1,3,14.76,16.665,87,22.0028,1,8,9
4620,2011-11-05 14:00:00,4,0,0,1,17.22,21.21,35,8.9981,159,227,386
999,2011-03-06 02:00:00,1,0,0,2,16.4,20.455,82,19.0012,5,27,32
389,2011-01-17 17:00:00,1,1,0,1,8.2,9.85,51,12.998,4,67,71
3407,2011-08-11 21:00:00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206
6427,2012-03-05 01:00:00,1,0,1,1,9.84,12.12,48,8.9981,3,3,6
1476,2011-04-07 09:00:00,2,0,1,2,16.4,20.455,66,8.9981,15,155,170
2240,2011-06-01 06:00:00,2,0,1,2,27.88,31.82,89,6.0032,7,121,128
2386,2011-06-07 08:00:00,2,0,1,2,27.88,31.82,61,8.9981,45,432,477
9959,2012-10-19 08:00:00,4,0,1,2,22.14,25.76,94,7.0015,20,447,467
992,2011-03-05 19:00:00,1,0,0,2,18.86,22.725,67,22.0028,27,62,89
4997,2011-12-02 07:00:00,4,0,1,1,9.02,12.88,87,6.0032,6,199,205
3922,2011-09-14 11:00:00,3,0,1,1,29.52,34.09,66,11.0014,43,121,164
2972,2011-07-12 18:00:00,3,0,1,1,35.26,40.15,47,19.9995,39,472,511
3386,2011-08-11 00:00:00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46
6872,2012-04-04 16:00:00,2,0,1,2,26.24,31.06,44,19.0012,86,304,390
10355,2012-11-16 21:00:00,4,0,1,1,13.94,16.665,49,12.998,21,157,178
10125,2012-11-07 06:00:00,4,0,1,2,10.66,12.12,56,19.0012,3,115,118
8256,2012-07-05 09:00:00,3,0,1,1,34.44,39.395,49,19.9995,47,246,293
4769,2011-11-11 19:00:00,4,1,0,1,13.12,15.91,39,11.0014,17,182,199
1293,2011-03-18 18:00:00,1,0,1,1,27.88,31.82,39,11.0014,84,247,331
1824,2011-05-02 22:00:00,2,0,1,2,24.6,29.545,73,0.0,28,97,125
2873,2011-07-08 15:00:00,3,0,1,2,32.8,39.395,63,23.9994,39,102,141
4173,2011-10-05 22:00:00,4,0,1,1,21.32,25.0,72,0.0,20,134,154
2535,2011-06-13 13:00:00,2,0,1,1,28.7,31.82,37,0.0,53,174,227
9952,2012-10-19 01:00:00,4,0,1,3,22.14,25.76,88,0.0,4,12,16
1907,2011-05-06 09:00:00,2,0,1,1,18.86,22.725,67,19.0012,27,161,188
42,2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30
10340,2012-11-16 06:00:00,4,0,1,2,12.3,15.91,61,6.0032,4,126,130
368,2011-01-16 20:00:00,1,0,0,1,7.38,9.85,47,11.0014,7,50,57
6034,2012-02-07 16:00:00,1,0,1,1,18.04,21.97,35,16.9979,19,257,276
1151,2011-03-12 15:00:00,1,0,0,1,17.22,21.21,44,32.9975,81,101,182
7008,2012-04-10 08:00:00,2,0,1,1,15.58,19.695,62,8.9981,22,670,692
1567,2011-04-11 05:00:00,2,0,1,1,18.86,22.725,94,12.998,1,12,13
7593,2012-05-15 18:00:00,2,0,1,1,28.7,32.575,61,6.0032,68,665,733
9459,2012-09-17 12:00:00,3,0,1,2,25.42,30.305,69,12.998,62,233,295
9745,2012-10-10 10:00:00,4,0,1,1,22.96,26.515,52,19.9995,27,190,217
8575,2012-07-18 16:00:00,3,0,1,1,30.34,34.85,66,16.9979,34,190,224
4160,2011-10-05 09:00:00,4,0,1,1,22.14,25.76,60,19.9995,32,187,219
4287,2011-10-10 16:00:00,4,1,0,2,28.7,31.82,45,6.0032,154,248,402
2230,2011-05-19 20:00:00,2,0,1,1,22.14,25.76,77,19.0012,46,236,282
8535,2012-07-17 00:00:00,3,0,1,1,29.52,35.605,84,7.0015,10,43,53
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102
1903,2011-05-06 05:00:00,2,0,1,1,13.94,17.425,81,7.0015,0,16,16
1099,2011-03-10 10:00:00,1,0,1,3,16.4,20.455,0,11.0014,0,17,17
8886,2012-08-12 15:00:00,3,0,0,1,31.16,34.09,40,8.9981,235,342,577
3408,2011-08-11 22:00:00,3,0,1,1,28.7,32.575,48,0.0,34,123,157
1538,2011-04-09 23:00:00,2,0,0,2,15.58,19.695,87,6.0032,12,45,57
2292,2011-06-03 10:00:00,2,0,1,1,25.42,31.06,33,16.9979,54,107,161
10131,2012-11-07 12:00:00,4,0,1,2,13.12,15.15,53,19.0012,24,188,212
1363,2011-04-02 16:00:00,2,0,0,1,15.58,19.695,62,22.0028,111,85,196
4357,2011-10-13 14:00:00,4,0,1,1,27.06,30.305,78,12.998,22,111,133
7918,2012-06-10 07:00:00,2,0,0,1,24.6,28.79,78,7.0015,21,41,62
5260,2011-12-13 06:00:00,4,0,1,1,8.2,12.88,80,0.0,0,92,92
9900,2012-10-16 21:00:00,4,0,1,1,18.86,22.725,63,0.0,19,176,195
8304,2012-07-07 09:00:00,3,0,0,1,34.44,41.665,59,11.0014,69,187,256
680,2011-02-11 16:00:00,1,0,1,1,12.3,14.395,28,12.998,14,111,125
10149,2012-11-08 07:00:00,4,0,1,1,11.48,12.88,36,26.0027,12,411,423
8641,2012-08-02 10:00:00,3,0,1,1,32.8,37.88,55,0.0,51,130,181
3664,2011-09-03 14:00:00,3,0,0,2,29.52,34.09,66,11.0014,204,176,380
9821,2012-10-13 14:00:00,4,0,0,1,19.68,23.485,33,12.998,243,354,597
1661,2011-04-15 03:00:00,2,1,0,1,16.4,20.455,76,0.0,0,3,3
508,2011-02-04 08:00:00,1,0,1,1,5.74,7.575,74,8.9981,3,217,220
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
5497,2012-01-04 04:00:00,1,0,1,1,0.82,2.275,41,12.998,0,2,2
9044,2012-08-19 05:00:00,3,0,0,2,24.6,29.545,73,8.9981,3,8,11
1006,2011-03-06 10:00:00,1,0,0,2,17.22,21.21,100,19.9995,4,27,31
9100,2012-09-02 13:00:00,3,0,0,3,29.52,34.85,74,6.0032,263,230,493
1914,2011-05-06 16:00:00,2,0,1,1,24.6,31.06,40,16.9979,82,262,344
3494,2011-08-15 12:00:00,3,0,1,1,30.34,34.09,58,19.0012,62,116,178
10494,2012-12-03 16:00:00,4,0,1,1,24.6,31.06,53,8.9981,45,397,442
10615,2012-12-08 17:00:00,4,0,0,1,15.58,19.695,87,8.9981,77,268,345
7690,2012-05-19 19:00:00,2,0,0,1,28.7,31.82,39,8.9981,203,229,432
4990,2011-12-02 00:00:00,4,0,1,1,10.66,14.395,70,6.0032,6,32,38
2536,2011-06-13 14:00:00,2,0,1,1,28.7,31.82,34,16.9979,55,145,200
1104,2011-03-10 15:00:00,1,0,1,3,18.04,21.97,0,15.0013,3,11,14
3875,2011-09-12 12:00:00,3,0,1,1,29.52,33.335,51,12.998,37,147,184
10795,2012-12-16 05:00:00,4,0,0,2,13.94,18.18,87,0.0,0,9,9
1752,2011-04-18 22:00:00,2,0,1,1,21.32,25.0,55,19.0012,9,81,90
5310,2011-12-15 08:00:00,4,0,1,2,13.94,15.91,66,15.0013,8,449,457
5953,2012-02-04 06:00:00,1,0,0,1,9.02,11.365,87,8.9981,1,4,5
8262,2012-07-05 15:00:00,3,0,1,1,37.72,41.665,33,23.9994,71,183,254
2916,2011-07-10 10:00:00,3,0,0,1,31.16,34.85,55,8.9981,95,173,268
8857,2012-08-11 10:00:00,3,0,0,1,29.52,34.09,62,6.0032,125,282,407
5755,2012-01-14 23:00:00,1,0,0,1,6.56,7.575,47,15.0013,5,71,76
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72
5230,2011-12-12 00:00:00,4,0,1,1,8.2,11.365,69,6.0032,4,16,20
10242,2012-11-12 04:00:00,4,1,0,1,16.4,20.455,76,6.0032,1,3,4
5680,2012-01-11 20:00:00,1,0,1,3,13.12,15.91,93,11.0014,2,55,57
3907,2011-09-13 20:00:00,3,0,1,1,27.06,31.06,74,12.998,31,241,272
9955,2012-10-19 04:00:00,4,0,1,2,22.96,26.515,83,0.0,1,5,6
2552,2011-06-14 06:00:00,2,0,1,1,22.14,25.76,56,19.9995,6,107,113
2773,2011-07-04 11:00:00,3,1,0,2,31.16,34.85,55,6.0032,177,172,349
10696,2012-12-12 02:00:00,4,0,1,1,11.48,13.635,56,11.0014,5,4,9
3551,2011-08-17 21:00:00,3,0,1,1,29.52,34.09,62,15.0013,38,192,230
3722,2011-09-06 00:00:00,3,0,1,3,22.14,25.76,94,23.9994,1,7,8
7935,2012-06-11 00:00:00,2,0,1,1,28.7,32.575,65,7.0015,8,33,41
520,2011-02-04 20:00:00,1,0,1,2,9.84,12.12,65,11.0014,2,69,71
8976,2012-08-16 09:00:00,3,0,1,1,29.52,33.335,54,7.0015,41,296,337
10061,2012-11-04 14:00:00,4,0,0,1,16.4,20.455,40,12.998,149,360,509
9758,2012-10-10 23:00:00,4,0,1,1,18.04,21.97,58,12.998,17,119,136
4538,2011-11-02 04:00:00,4,0,1,1,12.3,16.665,87,0.0,0,4,4
6176,2012-02-13 14:00:00,1,0,1,1,13.94,17.425,23,7.0015,10,125,135
8093,2012-06-17 14:00:00,2,0,0,1,26.24,31.06,53,0.0,255,327,582
7082,2012-04-13 11:00:00,2,0,1,1,18.86,22.725,36,8.9981,75,158,233
1822,2011-05-02 20:00:00,2,0,1,2,25.42,30.305,69,8.9981,44,174,218
4086,2011-10-02 07:00:00,4,0,0,1,13.94,16.665,76,12.998,5,24,29
7337,2012-05-05 02:00:00,2,0,0,1,23.78,27.275,88,0.0,24,51,75
9532,2012-10-01 13:00:00,4,0,1,2,24.6,31.06,43,11.0014,80,225,305
6897,2012-04-05 17:00:00,2,0,1,1,20.5,24.24,31,11.0014,145,677,822
1991,2011-05-09 21:00:00,2,0,1,1,21.32,25.0,59,8.9981,28,128,156
9599,2012-10-04 08:00:00,4,0,1,1,26.24,28.79,89,0.0,27,711,738
309,2011-01-14 09:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,117,117
4308,2011-10-11 13:00:00,4,0,1,2,24.6,29.545,73,12.998,42,138,180
7721,2012-06-02 02:00:00,2,0,0,2,22.14,25.76,88,0.0,3,38,41
8458,2012-07-13 19:00:00,3,0,1,1,30.34,33.335,51,11.0014,103,385,488
3599,2011-08-19 21:00:00,3,0,1,1,25.42,28.79,83,8.9981,18,89,107
3622,2011-09-01 20:00:00,3,0,1,1,27.06,31.06,61,15.0013,33,247,280
3811,2011-09-09 19:00:00,3,0,1,1,27.06,29.545,89,11.0014,33,316,349
6006,2012-02-06 12:00:00,1,0,1,1,13.12,15.91,61,11.0014,19,131,150
3450,2011-08-13 16:00:00,3,0,0,2,28.7,33.335,74,19.0012,148,133,281
4591,2011-11-04 09:00:00,4,0,1,2,17.22,21.21,71,31.0009,15,239,254
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
10711,2012-12-12 17:00:00,4,0,1,2,13.12,15.15,53,15.0013,21,540,561
1135,2011-03-11 23:00:00,1,0,1,1,12.3,14.395,52,16.9979,3,34,37
6681,2012-03-15 16:00:00,1,0,1,1,29.52,32.575,37,26.0027,95,331,426
10223,2012-11-11 09:00:00,4,0,0,1,14.76,18.94,77,0.0,94,179,273
2749,2011-07-03 11:00:00,3,0,0,1,31.16,35.605,62,7.0015,215,175,390
3613,2011-09-01 11:00:00,3,0,1,1,29.52,33.335,51,8.9981,51,141,192
305,2011-01-14 05:00:00,1,0,1,1,4.1,6.82,54,6.0032,0,8,8
1849,2011-05-03 23:00:00,2,0,1,2,22.96,26.515,68,22.0028,12,50,62
7691,2012-05-19 20:00:00,2,0,0,1,27.88,31.82,41,6.0032,118,197,315
9881,2012-10-16 02:00:00,4,0,1,1,18.04,21.97,67,8.9981,2,1,3
1988,2011-05-09 18:00:00,2,0,1,1,25.42,31.06,38,19.9995,66,458,524
3240,2011-08-04 22:00:00,3,0,1,1,27.88,31.82,74,12.998,33,141,174
2798,2011-07-05 12:00:00,3,0,1,1,32.8,36.365,43,7.0015,71,130,201
4515,2011-11-01 05:00:00,4,0,1,1,13.12,15.91,81,12.998,0,18,18
5630,2012-01-09 17:00:00,1,0,1,3,9.02,13.635,87,0.0,5,147,152
8679,2012-08-04 00:00:00,3,0,0,1,30.34,35.605,79,11.0014,24,137,161
3109,2011-07-18 11:00:00,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
4939,2011-11-18 21:00:00,4,0,1,1,11.48,13.635,48,11.0014,3,108,111
4059,2011-10-01 04:00:00,4,0,0,1,18.04,21.97,58,27.9993,2,6,8
1987,2011-05-09 17:00:00,2,0,1,1,25.42,31.06,38,16.9979,59,539,598
5935,2012-02-03 12:00:00,1,0,1,1,13.94,16.665,46,8.9981,25,191,216
9676,2012-10-07 13:00:00,4,0,0,2,18.04,21.97,72,6.0032,80,240,320
7901,2012-06-09 14:00:00,2,0,0,1,33.62,34.85,23,12.998,239,354,593
383,2011-01-17 11:00:00,1,1,0,2,6.56,7.575,55,12.998,9,55,64
5635,2012-01-09 22:00:00,1,0,1,2,8.2,11.365,92,7.0015,8,54,62
4307,2011-10-11 12:00:00,4,0,1,2,24.6,29.545,73,11.0014,51,130,181
3388,2011-08-11 02:00:00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11
3156,2011-08-01 10:00:00,3,0,1,1,35.26,37.88,36,11.0014,27,70,97
6054,2012-02-08 12:00:00,1,0,1,2,11.48,12.88,65,19.0012,14,124,138
10881,2012-12-19 19:00:00,4,0,1,1,15.58,19.695,50,26.0027,7,329,336
6535,2012-03-09 13:00:00,1,0,1,2,15.58,19.695,29,26.0027,49,175,224
2727,2011-07-02 13:00:00,3,0,0,1,33.62,35.605,30,7.0015,178,226,404
